Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level,Remarks
Hubei,Yichang,Yichang_Station_9,44.917485,115.361206,2023-05-23,17.38,7.08,6.36,612.1,0.0,1.69,0.02,0.69,0.048,2.57,25.63,3.73,3.44,0.65,0.08,94,89.19,Poor,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_10,36.047854,105.537121,2023-08-12,24.25,6.93,8.78,489.68,0.47,1.97,0.04,0.81,0.034,3.26,15.92,4.19,5.14,0.29,0.15,85,64.41,Poor,Monitoring recommended
Yunnan,Kunming,Kunming_Station_10,20.731515,123.109327,2023-04-28,19.3,6.77,8.0,560.12,2.83,1.28,0.018,0.22,0.029,3.62,18.4,3.6,5.97,0.43,0.21,114,67.78,Good,High pollution spike detected
Jiangsu,Suzhou,Suzhou_Station_2,38.528474,102.324829,2023-12-13,12.23,7.41,8.75,409.79,6.71,2.54,0.006,0.81,0.062,3.1,19.26,3.12,2.17,0.15,0.11,111,37.91,Excellent,
Zhejiang,Ningbo,Ningbo_Station_1,36.154405,121.993622,2023-06-30,18.86,6.5,2.88,480.9,3.79,1.96,0.02,0.61,0.098,4.01,21.08,5.05,3.55,0.52,0.18,110,26.56,Good,
Sichuan,Chengdu,Chengdu_Station_4,34.963422,116.342453,2023-02-27,20.51,7.77,5.52,353.25,0.01,2.49,0.006,0.63,0.134,1.86,15.32,3.6,4.64,0.35,0.06,99,47.38,Good,
Shanghai,Shanghai,Shanghai_Station_4,29.714657,122.837588,2023-04-28,20.1,7.12,5.48,438.36,1.09,2.17,0.01,0.58,0.171,3.16,18.15,2.7,8.16,0.27,0.14,95,29.05,Excellent,High pollution spike detected
Henan,Luoyang,Luoyang_Station_8,35.901565,102.568738,2023-04-13,24.94,6.96,7.36,515.18,0.8,1.46,0.018,0.51,0.129,3.0,11.87,3.47,5.45,0.67,0.07,99,43.28,Moderate,Requires attention
Shandong,Qingdao,Qingdao_Station_3,39.779801,124.679546,2023-07-15,12.88,6.87,7.14,558.86,16.17,2.02,0.023,0.42,0.019,2.64,20.79,4.16,5.08,0.61,0.07,126,97.73,Poor,
Zhejiang,Ningbo,Ningbo_Station_3,36.398524,120.770813,2023-05-06,16.79,7.24,11.61,480.91,1.42,2.7,0.032,0.55,0.04,3.0,27.81,4.62,4.59,0.63,0.04,91,84.8,Good,Requires attention
Guangdong,Shenzhen,Shenzhen_Station_3,22.077635,104.609934,2023-03-30,17.65,7.13,7.13,493.39,3.28,1.6,0.023,0.35,0.022,2.33,11.98,4.25,5.3,0.52,0.13,96,25.1,Excellent,
Henan,Zhengzhou,Zhengzhou_Station_6,24.339523,109.793546,2023-01-28,10.15,7.45,5.58,573.08,1.06,1.24,0.02,0.54,0.091,2.23,29.92,4.55,10.27,0.34,0.15,96,94.65,Moderate,Requires attention
Jiangsu,Nanjing,Nanjing_Station_4,36.465559,119.86525,2023-07-26,19.05,7.46,7.74,651.12,3.44,2.2,0.007,0.39,0.049,2.82,22.22,4.01,6.42,0.75,0.08,111,69.36,Poor,Requires attention
Sichuan,Chengdu,Chengdu_Station_4,29.347308,112.490705,2023-03-11,23.4,7.6,4.44,531.97,2.77,2.35,-0.006,0.35,0.049,2.49,16.25,5.22,6.64,0.45,0.16,94,71.26,Very Poor,High pollution spike detected
Hubei,Yichang,Yichang_Station_5,25.102893,111.739406,2023-01-21,17.68,7.23,9.57,474.85,8.22,2.73,0.003,0.38,0.111,3.9,21.92,4.48,3.86,0.61,0.11,75,60.16,Poor,Monitoring recommended
Beijing,Beijing,Beijing_Station_4,23.676674,117.917316,2023-11-21,25.26,6.5,7.23,525.02,3.61,0.85,0.022,0.72,0.15,3.41,19.63,5.09,6.85,0.42,0.13,110,34.53,Very Poor,High pollution spike detected
Henan,Zhengzhou,Zhengzhou_Station_4,23.014914,120.584265,2023-03-06,22.2,7.39,8.92,667.45,14.7,0.8,0.019,0.59,0.073,2.64,27.22,3.94,5.91,0.65,0.05,110,96.7,Very Poor,Requires attention
Yunnan,Kunming,Kunming_Station_2,33.674555,104.287772,2023-09-23,20.04,6.67,9.4,542.1,0.99,2.12,0.034,0.3,0.086,2.44,14.94,4.38,6.62,0.37,0.14,104,83.28,Excellent,Requires attention
Yunnan,Kunming,Kunming_Station_4,22.796075,104.822364,2023-06-14,18.15,7.07,4.45,540.87,1.83,2.62,0.005,0.74,0.057,2.66,19.24,3.3,6.86,0.86,0.07,95,37.39,Poor,High pollution spike detected
Beijing,Beijing,Beijing_Station_6,29.251611,119.413249,2023-06-01,20.8,7.25,10.23,644.85,1.11,2.76,0.015,0.44,0.074,2.75,11.66,2.67,5.15,0.8,0.07,106,34.65,Good,Monitoring recommended
Hubei,Yichang,Yichang_Station_10,40.036334,122.659578,2023-10-30,12.52,6.67,7.83,355.04,1.56,2.47,0.007,0.52,0.12,2.96,20.93,4.2,3.37,0.8,0.16,93,96.5,Good,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_4,39.396818,102.8315,2023-06-13,24.06,6.43,9.64,653.79,1.88,2.33,0.005,0.46,0.114,3.83,23.62,3.14,8.39,0.51,0.09,92,95.76,Excellent,Monitoring recommended
Guangdong,Guangzhou,Guangzhou_Station_9,37.374691,103.296519,2023-11-30,25.62,6.83,9.13,398.03,18.86,1.57,0.019,0.56,0.109,2.2,17.8,5.68,4.02,0.5,0.1,103,24.2,Good,
Jiangsu,Nanjing,Nanjing_Station_10,29.393693,103.430753,2023-09-07,17.49,7.13,8.59,476.56,6.71,1.65,0.011,0.84,0.085,3.81,24.99,4.41,5.91,0.22,0.11,103,73.79,Poor,Monitoring recommended
Sichuan,Mianyang,Mianyang_Station_7,34.689022,114.355593,2023-05-06,16.18,7.02,9.37,479.07,4.39,1.14,0.023,0.66,0.087,3.55,23.21,6.14,3.5,0.67,0.05,98,64.93,Very Poor,
Hubei,Wuhan,Wuhan_Station_5,34.880277,103.586989,2023-10-04,17.25,7.43,7.23,495.46,1.79,1.65,0.02,0.66,0.099,3.13,18.12,5.75,2.96,0.36,0.08,89,18.56,Very Poor,Requires attention
Guangdong,Guangzhou,Guangzhou_Station_7,25.918091,116.540151,2023-02-05,23.95,7.17,9.14,596.82,0.59,1.5,0.009,0.52,0.017,1.93,22.66,5.05,4.07,0.37,0.15,116,32.67,Poor,High pollution spike detected
Hubei,Yichang,Yichang_Station_8,40.084959,107.813057,2023-05-08,20.43,5.89,7.54,414.86,4.03,1.3,0.02,0.58,0.142,3.09,20.82,3.61,8.18,0.28,0.12,105,69.39,Good,Monitoring recommended
Guangdong,Shenzhen,Shenzhen_Station_4,21.696207,105.936635,2023-08-30,17.91,6.85,9.95,591.85,3.62,1.86,0.024,0.34,0.086,3.05,12.36,2.58,6.2,0.47,0.07,92,95.99,Excellent,
Zhejiang,Ningbo,Ningbo_Station_10,29.340772,118.716503,2023-01-21,25.11,8.04,4.83,312.01,3.89,2.54,0.031,0.5,0.035,3.51,18.79,4.55,9.44,0.55,0.05,86,14.28,Moderate,Requires attention
Shanghai,Shanghai,Shanghai_Station_8,30.196984,108.953671,2023-02-07,15.02,7.33,9.72,476.54,1.14,0.66,0.023,0.49,0.062,4.01,24.79,2.9,6.68,0.75,0.11,110,48.51,Good,
Guangdong,Shenzhen,Shenzhen_Station_8,44.511697,123.501117,2023-03-10,25.48,6.69,5.36,479.7,9.65,1.95,0.03,0.46,0.065,2.86,24.7,4.5,5.09,0.54,0.07,82,80.38,Good,
Yunnan,Dali,Dali_Station_2,25.096142,109.836025,2023-01-07,10.62,7.31,6.73,381.03,2.33,1.91,0.014,0.85,0.086,3.64,24.84,3.79,9.22,0.55,0.18,81,58.37,Good,Requires attention
Hubei,Wuhan,Wuhan_Station_7,41.091154,106.863543,2023-09-09,23.52,7.39,8.17,641.05,0.76,2.54,0.035,0.36,0.126,3.08,19.41,4.36,5.44,0.61,0.17,105,57.88,Moderate,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_2,31.774935,124.857079,2023-09-10,14.84,7.2,11.62,478.2,1.58,1.68,0.01,0.35,0.066,3.43,19.22,2.63,5.06,0.54,0.08,96,65.95,Poor,
Beijing,Beijing,Beijing_Station_3,26.971409,105.588583,2023-02-23,16.71,7.43,5.82,589.02,13.99,1.29,0.031,0.34,0.07,2.49,23.51,2.47,6.24,0.71,0.13,109,18.77,Moderate,Monitoring recommended
Guangdong,Shenzhen,Shenzhen_Station_4,41.492708,123.263524,2023-11-22,21.3,6.73,5.98,303.74,0.16,1.83,0.025,0.39,0.103,2.38,25.82,4.67,4.42,0.41,0.13,102,9.49,Moderate,Monitoring recommended
Zhejiang,Ningbo,Ningbo_Station_9,27.105037,113.592453,2023-09-10,23.78,7.31,5.97,475.59,0.11,2.61,0.014,0.14,0.132,2.4,23.46,5.33,6.26,0.71,0.2,104,58.69,Moderate,
Sichuan,Mianyang,Mianyang_Station_3,22.124722,102.739548,2023-05-07,20.72,7.01,7.3,656.34,6.14,1.32,0.014,0.64,0.108,2.9,22.8,2.53,5.28,0.72,0.13,106,5.33,Good,Monitoring recommended
Shandong,Qingdao,Qingdao_Station_5,26.904377,114.302206,2023-08-08,29.77,6.75,5.88,648.17,14.21,2.0,0.007,0.72,0.154,2.34,24.34,4.4,2.96,0.26,0.12,106,66.78,Very Poor,
Sichuan,Mianyang,Mianyang_Station_4,36.238212,107.591924,2023-03-17,18.32,7.17,11.11,585.4,9.11,1.51,0.051,0.28,0.084,2.17,22.69,4.15,6.53,0.15,0.16,78,42.33,Moderate,High pollution spike detected
Jiangsu,Nanjing,Nanjing_Station_10,27.415361,100.144003,2023-07-06,20.98,6.62,5.74,562.27,9.94,1.92,0.022,0.32,0.15,3.14,20.37,5.19,4.76,0.46,0.08,110,93.8,Good,Monitoring recommended
Henan,Zhengzhou,Zhengzhou_Station_5,30.575712,122.301151,2023-06-27,18.97,6.63,7.65,345.14,1.56,1.15,0.015,0.38,0.153,2.49,16.19,3.62,3.84,0.77,0.04,80,80.9,Very Poor,Requires attention
Hubei,Yichang,Yichang_Station_6,23.762144,116.89809,2023-07-18,17.94,6.54,7.94,415.16,1.8,2.68,0.023,0.55,0.047,2.42,20.09,2.57,6.56,0.33,0.1,99,82.24,Excellent,Requires attention
Beijing,Beijing,Beijing_Station_3,28.347468,102.685116,2023-05-09,19.42,6.68,11.48,467.88,4.27,2.56,0.027,0.42,0.14,3.61,20.68,2.82,4.0,0.84,0.1,100,83.82,Good,
Yunnan,Kunming,Kunming_Station_6,39.564668,108.616844,2023-05-18,24.76,6.82,4.59,407.55,3.03,1.75,0.023,0.55,0.037,2.82,33.42,2.77,6.32,0.08,0.14,105,57.09,Good,Monitoring recommended
Hubei,Yichang,Yichang_Station_2,30.673654,120.012068,2023-03-10,17.06,6.58,6.78,446.09,8.74,2.19,0.018,0.51,0.122,2.82,15.02,3.47,7.39,0.52,0.06,112,17.51,Very Poor,
Yunnan,Dali,Dali_Station_6,23.698735,108.671749,2023-04-30,14.49,7.34,8.82,469.22,1.44,2.15,0.024,0.77,0.134,2.93,14.08,3.29,4.48,0.67,0.1,74,20.75,Poor,
Beijing,Beijing,Beijing_Station_4,30.011127,120.467297,2023-05-15,21.46,6.91,3.52,287.93,7.15,1.98,0.008,0.89,0.03,3.59,18.17,3.4,2.78,0.98,0.11,116,50.13,Moderate,
Hubei,Yichang,Yichang_Station_6,25.494751,119.187231,2023-03-29,9.58,7.86,7.43,528.73,0.13,1.22,0.017,0.55,0.055,2.59,17.27,5.22,4.03,0.79,0.07,87,23.69,Excellent,Requires attention
Shanghai,Shanghai,Shanghai_Station_3,25.43271,108.357949,2023-04-29,23.43,7.92,7.65,566.87,0.34,2.77,0.021,0.36,0.04,3.25,20.98,4.7,2.08,0.27,0.16,114,27.75,Good,High pollution spike detected
Zhejiang,Ningbo,Ningbo_Station_7,28.104756,107.76574,2023-10-15,24.38,7.74,6.79,477.05,2.92,1.59,0.007,0.41,0.042,2.45,21.49,3.94,5.97,0.17,0.1,99,75.12,Moderate,High pollution spike detected
Beijing,Beijing,Beijing_Station_8,23.858412,102.776024,2023-01-20,22.33,7.76,6.1,674.74,2.57,1.86,0.026,0.28,0.146,2.75,17.54,3.16,1.23,0.55,0.19,93,29.99,Good,
Zhejiang,Hangzhou,Hangzhou_Station_4,44.504012,118.308927,2023-08-19,13.16,7.99,9.82,510.58,2.11,2.43,0.033,0.88,0.14,2.89,24.3,4.47,6.01,0.54,0.05,99,98.06,Excellent,Monitoring recommended
Hubei,Wuhan,Wuhan_Station_1,27.75276,100.553344,2023-03-12,27.58,7.3,8.14,478.78,3.8,1.13,0.026,0.49,0.123,2.78,19.27,4.13,4.4,0.2,0.09,103,57.76,Good,High pollution spike detected
Zhejiang,Ningbo,Ningbo_Station_1,22.212312,101.441717,2023-06-28,25.41,6.76,7.81,632.58,2.16,2.58,0.015,0.28,0.068,2.97,15.74,5.23,4.87,0.39,0.03,110,38.46,Very Poor,Requires attention
Sichuan,Chengdu,Chengdu_Station_5,43.405758,117.792199,2023-02-19,10.65,6.81,8.38,544.92,3.79,1.99,0.015,0.27,0.084,3.08,20.27,5.72,6.0,0.47,0.06,86,93.85,Poor,High pollution spike detected
Zhejiang,Ningbo,Ningbo_Station_6,44.995192,112.497263,2023-10-08,17.07,7.11,9.43,295.01,2.58,2.2,0.024,0.19,0.169,2.77,18.56,2.93,1.43,0.73,0.16,81,18.18,Poor,
Zhejiang,Hangzhou,Hangzhou_Station_8,40.553814,123.089152,2023-05-08,21.59,6.83,7.81,447.07,0.92,2.08,0.03,0.5,0.021,3.18,18.72,5.37,7.86,0.79,0.07,101,42.85,Moderate,Requires attention
Beijing,Beijing,Beijing_Station_2,31.71253,100.51425,2023-04-17,23.88,7.28,8.47,475.15,3.89,1.88,0.032,0.65,0.089,3.33,17.63,6.35,-0.33,0.63,0.01,95,27.2,Excellent,
Beijing,Beijing,Beijing_Station_4,39.695603,119.788754,2023-11-22,19.53,7.21,6.27,627.95,5.56,2.67,0.015,0.51,0.083,3.64,25.44,4.44,2.7,0.36,0.05,101,16.02,Poor,Monitoring recommended
Yunnan,Dali,Dali_Station_4,31.169766,116.644755,2023-03-04,18.5,6.4,8.78,525.15,0.44,1.58,0.018,0.27,0.117,2.81,17.46,3.41,4.79,0.52,0.07,97,58.33,Very Poor,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_6,35.043999,104.574105,2023-02-26,19.55,6.98,4.54,649.49,18.21,1.13,0.023,0.3,0.147,2.88,23.9,3.37,5.14,0.74,0.09,110,22.61,Poor,
Zhejiang,Hangzhou,Hangzhou_Station_6,29.487098,116.236747,2023-12-22,19.45,6.55,9.68,463.08,0.44,2.34,0.012,0.5,0.067,2.03,16.62,4.67,0.26,0.55,0.04,110,15.39,Poor,Requires attention
Shandong,Qingdao,Qingdao_Station_2,25.325672,103.725684,2023-07-13,17.7,6.65,5.69,324.82,5.69,2.78,0.011,0.61,0.043,3.26,18.37,3.69,6.22,0.41,0.03,92,82.61,Moderate,
Jiangsu,Suzhou,Suzhou_Station_9,37.390081,116.983968,2023-01-28,24.89,7.26,5.79,466.92,6.7,2.7,0.009,0.42,0.09,3.3,25.58,5.05,5.45,0.44,0.01,103,42.75,Moderate,
Henan,Zhengzhou,Zhengzhou_Station_10,27.181632,109.214998,2023-10-31,23.56,6.06,7.26,543.73,13.62,2.46,0.025,0.79,0.115,3.33,16.38,4.59,4.21,0.41,0.14,105,60.32,Good,Monitoring recommended
Hubei,Yichang,Yichang_Station_2,38.182243,111.85943,2023-11-19,23.68,7.89,4.69,447.56,7.32,2.36,0.01,0.62,0.034,2.6,23.55,5.07,5.65,0.44,-0.01,118,46.53,Excellent,High pollution spike detected
Sichuan,Mianyang,Mianyang_Station_7,36.080011,111.725913,2023-07-18,14.65,7.96,5.44,518.95,1.75,2.11,0.021,0.82,0.198,2.61,20.0,4.2,3.4,0.63,0.09,97,71.47,Moderate,Requires attention
Henan,Luoyang,Luoyang_Station_3,20.274687,123.664881,2023-08-16,21.14,6.07,9.21,529.82,7.86,2.59,0.032,0.48,0.113,3.33,14.31,5.21,8.47,0.73,0.04,102,13.46,Excellent,High pollution spike detected
Guangdong,Shenzhen,Shenzhen_Station_3,35.630275,114.945804,2023-01-10,21.16,7.32,7.57,412.7,6.53,1.81,0.023,0.24,0.062,3.01,18.5,4.61,10.53,0.52,0.06,96,38.87,Good,
Hubei,Yichang,Yichang_Station_1,24.280181,109.139265,2023-09-03,18.35,6.89,6.74,471.2,0.97,1.98,0.023,0.71,0.105,2.72,25.07,3.18,1.73,0.74,0.16,94,63.24,Poor,Monitoring recommended
Guangdong,Guangzhou,Guangzhou_Station_9,39.751605,108.597879,2023-08-31,21.08,6.49,10.2,606.14,7.0,2.0,0.031,0.65,0.172,2.77,11.31,5.05,5.7,0.44,0.09,127,47.85,Excellent,Monitoring recommended
Guangdong,Guangzhou,Guangzhou_Station_7,44.816804,109.749593,2023-09-18,25.61,8.16,8.39,409.59,3.93,2.33,0.007,0.89,0.099,2.58,14.6,4.84,5.48,0.57,0.16,107,64.1,Excellent,
Zhejiang,Ningbo,Ningbo_Station_6,40.30726,112.930613,2023-06-17,13.17,6.93,9.01,679.64,2.22,1.81,0.018,0.65,0.151,3.61,14.13,5.43,3.84,0.05,0.04,119,12.04,Very Poor,High pollution spike detected
Shanghai,Shanghai,Shanghai_Station_4,22.622378,107.273579,2023-09-05,22.14,7.04,6.81,483.44,2.07,1.37,0.02,0.09,0.066,2.54,18.8,3.79,6.92,0.82,0.04,98,6.14,Good,
Shanghai,Shanghai,Shanghai_Station_10,35.962833,124.678469,2023-02-20,22.0,7.07,7.85,380.47,4.6,1.1,0.035,0.33,0.082,2.44,18.21,3.16,6.35,0.52,0.07,103,57.7,Good,High pollution spike detected
Guangdong,Shenzhen,Shenzhen_Station_5,39.360772,111.529036,2023-07-12,25.53,6.72,6.37,507.81,4.17,1.9,0.028,0.35,0.078,2.89,14.25,3.24,5.35,0.74,0.12,83,63.01,Very Poor,High pollution spike detected
Yunnan,Kunming,Kunming_Station_6,37.225323,113.281018,2023-08-05,22.46,7.28,8.39,490.12,0.66,2.28,0.012,0.48,0.075,4.32,22.66,4.19,5.95,0.78,0.1,123,98.25,Very Poor,Monitoring recommended
Yunnan,Dali,Dali_Station_3,25.094038,121.984895,2023-08-30,16.63,6.8,11.98,416.79,2.4,2.07,0.014,0.45,0.14,2.85,12.75,4.33,7.42,0.73,0.07,102,63.15,Very Poor,Monitoring recommended
Jiangsu,Suzhou,Suzhou_Station_4,22.943892,122.759752,2023-02-10,22.33,7.67,9.04,490.21,3.89,1.33,0.025,0.72,0.197,3.7,22.77,2.46,5.26,0.38,0.11,98,18.45,Moderate,Requires attention
Yunnan,Dali,Dali_Station_8,27.956813,105.389189,2023-05-21,17.61,6.37,7.74,443.94,3.58,0.81,0.017,0.46,0.109,2.64,20.05,4.13,3.53,0.7,0.11,102,4.87,Good,Monitoring recommended
Yunnan,Kunming,Kunming_Station_6,20.261002,111.296837,2023-03-11,20.88,6.33,7.18,513.19,14.59,1.76,0.028,0.17,0.106,3.16,20.66,3.67,2.98,0.34,0.11,104,48.96,Very Poor,
Henan,Zhengzhou,Zhengzhou_Station_7,27.481418,120.745195,2023-02-09,18.19,6.97,5.98,448.48,0.52,2.06,0.025,0.32,0.157,2.3,17.17,4.62,7.08,0.22,0.23,117,28.06,Poor,Requires attention
Henan,Zhengzhou,Zhengzhou_Station_7,25.644,108.1067,2023-04-21,25.9,6.69,8.09,505.12,1.27,1.24,0.003,0.38,0.154,2.72,28.0,5.2,5.57,0.57,0.11,80,14.0,Poor,
Yunnan,Dali,Dali_Station_5,34.831875,103.018951,2023-05-27,26.4,5.89,9.01,250.67,28.31,2.2,0.012,0.3,0.086,3.68,14.16,1.37,3.96,0.73,0.01,102,47.17,Moderate,High pollution spike detected
Sichuan,Chengdu,Chengdu_Station_4,21.378277,104.843449,2023-02-06,30.48,7.8,9.36,418.76,0.13,2.6,0.014,0.18,0.122,3.31,28.89,4.66,6.66,0.45,0.22,87,41.91,Moderate,
Yunnan,Kunming,Kunming_Station_3,38.085092,120.558048,2023-06-07,21.73,8.26,4.32,496.77,6.63,2.03,0.016,0.32,0.097,3.43,30.6,4.58,-0.02,0.49,0.1,102,59.69,Moderate,Monitoring recommended
Jiangsu,Suzhou,Suzhou_Station_3,31.89898,107.853861,2023-06-09,18.51,7.66,8.64,519.41,4.24,1.71,0.012,0.37,0.063,3.26,10.83,2.44,8.73,0.35,0.11,84,51.81,Poor,Monitoring recommended
Jiangsu,Nanjing,Nanjing_Station_5,35.937209,123.829494,2023-03-07,16.52,6.54,10.48,460.38,0.07,2.67,0.032,0.48,0.15,3.95,23.77,4.48,5.4,0.63,0.08,77,89.74,Moderate,Requires attention
Beijing,Beijing,Beijing_Station_3,34.309826,100.520928,2023-08-31,15.88,6.64,12.1,500.07,1.37,2.4,0.028,0.34,0.015,3.28,20.94,5.0,3.6,0.65,0.15,128,13.07,Moderate,High pollution spike detected
Shandong,Qingdao,Qingdao_Station_3,37.000863,124.369317,2023-06-01,25.97,7.45,5.25,535.15,3.51,1.66,0.002,0.76,0.138,2.75,12.91,3.17,3.72,0.52,0.1,96,89.7,Good,
Yunnan,Dali,Dali_Station_8,23.311383,116.42195,2023-09-07,18.3,7.19,7.75,545.78,2.07,1.99,0.013,0.44,0.077,3.5,17.07,3.62,6.43,0.39,0.12,105,50.06,Good,Monitoring recommended
Sichuan,Mianyang,Mianyang_Station_4,24.296921,124.88853,2023-01-12,20.8,8.11,7.28,427.19,8.11,1.94,0.023,0.74,0.139,3.41,17.87,4.4,3.56,0.67,0.16,92,16.89,Good,Requires attention
Guangdong,Shenzhen,Shenzhen_Station_1,39.790718,110.997535,2023-03-13,20.37,6.92,10.38,491.63,2.42,2.17,0.017,0.23,0.111,3.05,29.03,3.14,9.59,0.58,0.12,106,83.89,Very Poor,Monitoring recommended
Hubei,Yichang,Yichang_Station_1,36.158526,100.588773,2023-10-17,26.09,7.53,9.74,468.49,6.46,1.89,0.011,0.51,0.109,2.31,23.97,5.0,3.54,0.3,0.08,96,52.05,Excellent,Monitoring recommended
Shandong,Jinan,Jinan_Station_7,26.586684,110.813589,2023-09-22,25.06,6.92,14.49,730.79,0.74,2.11,0.014,0.19,0.187,3.7,18.09,4.51,4.03,0.3,0.19,99,75.21,Very Poor,Requires attention
Sichuan,Mianyang,Mianyang_Station_9,39.653608,112.068276,2023-07-29,9.91,7.07,9.59,487.79,2.12,1.3,0.016,0.6,0.134,3.07,18.56,3.88,6.48,0.51,0.05,95,62.13,Poor,High pollution spike detected
Yunnan,Kunming,Kunming_Station_2,37.719076,113.330895,2023-10-02,17.07,7.16,10.51,455.18,2.09,2.95,0.014,0.73,0.101,2.89,27.52,3.99,5.59,0.55,0.02,84,34.56,Poor,Monitoring recommended
Hubei,Wuhan,Wuhan_Station_4,43.691307,121.920243,2023-08-10,23.32,6.72,10.0,450.24,0.0,1.47,0.012,0.55,0.034,2.67,11.68,4.92,4.4,0.5,0.15,95,95.34,Excellent,Requires attention
Zhejiang,Hangzhou,Hangzhou_Station_8,32.665784,100.487978,2023-07-01,19.25,6.84,5.91,382.78,0.9,1.81,0.023,0.32,0.116,3.24,17.66,3.2,5.17,0.46,0.11,112,51.18,Moderate,High pollution spike detected
Zhejiang,Hangzhou,Hangzhou_Station_6,32.714567,105.572804,2023-06-23,19.18,7.11,6.01,398.41,2.37,2.47,-0.002,0.6,0.057,2.74,15.51,5.45,5.03,0.66,0.17,88,8.74,Excellent,
Zhejiang,Ningbo,Ningbo_Station_2,36.60434,108.303073,2023-06-13,13.68,6.1,7.23,487.63,0.99,2.28,0.019,0.58,0.073,3.66,17.17,5.2,2.05,0.42,0.08,114,80.83,Very Poor,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_2,42.993935,100.336478,2023-05-12,18.99,6.74,10.07,357.7,2.2,2.15,0.009,0.41,0.159,2.86,18.31,3.22,2.95,0.74,0.18,106,82.4,Very Poor,Requires attention
Zhejiang,Ningbo,Ningbo_Station_3,31.444232,114.330628,2023-02-06,19.25,6.28,6.95,549.37,0.58,1.84,0.028,0.28,0.157,3.07,17.11,3.4,2.23,0.39,0.09,116,48.39,Good,High pollution spike detected
Zhejiang,Hangzhou,Hangzhou_Station_3,21.277604,120.11871,2023-01-22,18.14,6.64,8.64,665.36,10.79,2.77,0.044,0.41,0.079,2.88,22.98,5.33,3.69,0.58,0.09,107,88.09,Excellent,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_5,44.659918,110.019657,2023-09-25,12.34,6.9,8.6,517.55,2.76,2.15,0.019,0.38,-0.045,3.35,18.74,5.51,5.8,0.39,0.15,98,36.33,Excellent,Monitoring recommended
Beijing,Beijing,Beijing_Station_4,23.549098,111.270412,2023-06-28,26.97,7.36,8.86,537.96,2.51,1.94,0.014,0.39,0.197,2.63,26.46,2.86,5.98,0.56,0.18,90,74.86,Poor,Requires attention
Shandong,Jinan,Jinan_Station_2,44.552566,109.376151,2023-08-25,12.5,6.95,7.83,554.83,3.22,2.03,0.029,0.3,0.142,2.48,19.27,4.75,2.63,0.54,0.16,88,60.03,Very Poor,Requires attention
Henan,Zhengzhou,Zhengzhou_Station_3,21.022296,113.083245,2023-12-19,24.44,7.38,8.12,538.83,2.09,1.71,0.022,0.7,0.073,2.18,27.53,5.16,4.83,0.67,0.08,84,84.75,Excellent,High pollution spike detected
Jiangsu,Nanjing,Nanjing_Station_8,33.073181,121.6955,2023-04-10,18.6,6.36,9.03,416.57,3.83,1.42,0.025,0.63,0.006,3.21,24.4,4.59,4.83,0.57,0.11,101,5.28,Good,
Sichuan,Mianyang,Mianyang_Station_3,31.085822,122.3918,2023-01-28,16.96,7.18,8.62,311.04,4.16,1.42,0.023,0.79,0.025,3.04,20.62,2.73,5.76,0.72,0.18,103,52.87,Poor,High pollution spike detected
Shanghai,Shanghai,Shanghai_Station_3,35.889464,104.404098,2023-05-01,21.21,5.96,9.11,445.18,1.03,1.94,0.012,0.35,0.197,3.22,11.49,4.55,4.61,0.5,0.14,95,3.67,Very Poor,Requires attention
Beijing,Beijing,Beijing_Station_9,36.732438,103.616946,2023-11-04,9.61,6.84,11.29,536.06,3.32,3.2,0.024,0.48,0.02,2.62,19.37,3.28,3.78,0.82,0.1,80,11.92,Excellent,
Yunnan,Kunming,Kunming_Station_6,41.065215,100.713682,2023-07-10,19.6,6.71,7.04,569.62,2.74,1.97,0.014,0.84,0.192,2.38,14.39,3.72,3.37,0.54,0.08,113,70.09,Good,
Yunnan,Kunming,Kunming_Station_5,30.350337,100.583184,2023-10-20,24.31,6.29,5.7,216.09,7.09,1.52,0.008,0.67,0.098,3.46,31.02,3.23,2.54,0.54,0.16,100,1.6,Poor,Monitoring recommended
Guangdong,Shenzhen,Shenzhen_Station_3,20.504913,112.390738,2023-09-08,19.48,7.2,6.52,518.13,5.75,2.06,0.027,0.54,0.049,2.75,27.13,4.33,6.68,0.55,0.14,87,20.18,Poor,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_9,24.963254,121.382406,2023-06-13,20.95,7.15,5.62,605.4,1.02,1.92,0.036,0.61,0.034,2.95,18.77,2.83,4.79,0.44,0.08,108,56.54,Moderate,Monitoring recommended
